Tem,Wind,Hum,Pres,PM10,PM2.5,O3,NO2,CO,SO2,Pat
-0.4,1.8,52.3,1010.9,52,40,0.005,0.048,0.5,0.006,73
-0.2,2.9,68,1012.1,76,66,0.004,0.051,0.6,0.006,48
-6.3,4.8,59.8,1003.9,54,42,0.019,0.023,0.4,0.004,88
-12.8,5.4,45.9,1011.7,32,13,0.022,0.014,0.2,0.004,69
-10.5,1.8,43.6,1019.7,36,26,0.014,0.027,0.3,0.004,81
-7.1,1.8,44.3,1017.9,50,38,0.01,0.036,0.5,0.005,83
-7.6,2.6,40.5,1021.1,52,37,0.013,0.03,0.4,0.005,79
-11.5,4,42,1019.1,30,15,0.023,0.012,0.2,0.004,31
-9.4,1.9,47.1,1018,49,19,0.014,0.027,0.3,0.004,108
-3.3,2.3,64.5,1016.3,77,50,0.004,0.053,0.7,0.007,88
-1.1,2,56.3,1019,54,37,0.011,0.042,0.6,0.006,106
-0.5,1.6,51.5,1018.2,53,35,0.005,0.053,0.7,0.006,94
1.9,2.3,43.6,1014.6,49,33,0.007,0.042,0.5,0.006,74
0.6,2,59.5,1015.4,38,27,0.008,0.038,0.5,0.005,43
-3.9,3.2,34,1018.4,39,25,0.024,0.016,0.3,0.004,1
-6,3,36,1018.5,38,21,0.019,0.022,0.3,0.003,266
-5.3,2.2,41.8,1017.6,43,26,0.014,0.033,0.4,0.006,92
-2.4,1.9,49.6,1016.9,58,40,0.009,0.054,0.6,0.007,93
-0.7,2.4,50.1,1014.9,56,40,0.015,0.042,0.6,0.006,77
-2.2,2.5,39.4,1013.1,41,22,0.019,0.031,0.4,0.005,88
-3.1,2.9,38.6,1012.6,49,28,0.026,0.018,0.3,0.006,46
-2.9,2,46.5,1012,48,29,0.014,0.033,0.4,0.005,2
1.3,3.1,62.1,1004.8,73,51,0.02,0.034,0.4,0.007,1
2.7,1.6,38.5,1015.2,38,23,0.009,0.044,0.5,0.005,15
8.1,3.5,29.3,1013.7,46,29,0.006,0.054,0.6,0.006,124
8.4,3.2,95.3,1006.9,35,24,0.006,0.042,0.5,0.004,97
11,3.3,95,996.3,15,6,0.004,0.032,0.4,0.005,65
-2.6,4.6,73.1,1003.1,31,20,0.021,0.013,0.2,0.004,1
-5.8,4,48.4,1010.4,33,10,0.025,0.016,0.2,0.004,103
-2.7,2.7,65.6,1007.7,27,15,0.016,0.028,0.3,0.004,92
0,2.3,53.9,1013.5,39,14,0.014,0.033,0.3,0.005,91
3.5,3.2,66.4,1010.8,46,25,0.017,0.037,0.4,0.006,84
2.3,1.7,56.4,1016.2,83,55,0.008,0.041,0.6,0.006,85
1.3,2.9,37.1,1013.2,42,18,0.02,0.027,0.3,0.005,35
-0.6,2.9,36.4,1019.2,26,10,0.027,0.015,0.2,0.004,2
1.1,1.9,36.6,1019.4,42,18,0.011,0.038,0.3,0.004,101
0.7,3.2,56,1019,55,34,0.02,0.024,0.3,0.004,81
-3,2.9,42,1022.4,33,18,0.02,0.024,0.3,0.003,92
-0.2,2.7,49.9,1021.7,52,32,0.017,0.033,0.4,0.005,89
2.2,2.2,41.3,1017.3,53,38,0.018,0.034,0.4,0.005,83
3.3,2,57.6,1013.7,72,56,0.017,0.035,0.4,0.005,49
-3.8,4,48.6,1014.4,54,34,0.025,0.017,0.3,0.004,98
-2.7,2.5,47.3,1017.2,32,19,0.022,0.023,0.3,0.003,160
3.1,2.9,67.9,1014.1,39,24,0.015,0.036,0.3,0.004,106
8.1,1.9,65.1,1013.2,57,38,0.014,0.04,0.4,0.004,92
13.2,2.7,55.3,1013.4,70,48,0.013,0.042,0.4,0.004,85
11.3,2.6,91.3,1007.9,26,15,0.007,0.031,0.3,0.003,51
7.9,2.8,51,1009,86,22,0.023,0.016,0.3,0.003,2
8.1,2,36.9,1007.6,103,31,0.007,0.044,0.4,0.004,109
2.7,3.1,40.4,1012.3,67,22,0.023,0.018,0.3,0.004,73
0.3,3.5,37.5,1013.2,40,12,0.024,0.014,0.2,0.004,80
-1.1,3.2,37.8,1015.6,36,13,0.027,0.013,0.2,0.003,74
-0.5,2.6,43.8,1014.7,34,18,0.028,0.017,0.2,0.004,87
2,2.5,55.6,1014.1,44,21,0.019,0.032,0.3,0.004,41
3.7,1.6,68.1,1013.6,62,43,0.026,0.027,0.3,0.005,2
4.7,2.6,57,1012,63,52,0.033,0.019,0.3,0.003,111
5.2,2.2,43.4,1012.8,56,34,0.023,0.035,0.3,0.005,76
7.5,2,45.1,1011.5,62,40,0.018,0.044,0.4,0.007,87
9.3,1.4,40.9,1009.7,75,53,0.007,0.068,0.6,0.006,93
13.4,2.4,50,1002,64,47,0.019,0.048,0.5,0.006,81
11.4,2.5,58.3,1004.2,73,51,0.024,0.031,0.4,0.005,43
10.6,2.2,54,1009.9,78,55,0.021,0.035,0.4,0.006,1
9.9,2.2,54.1,1012.3,87,66,0.018,0.046,0.5,0.006,96
8,2.5,58.1,1008.7,76,63,0.02,0.042,0.4,0.005,79
8.2,2.9,49.6,1008.9,83,66,0.026,0.026,0.3,0.004,78
7.2,2.4,36.5,1013.8,37,22,0.026,0.023,0.2,0.003,71
7.1,2.2,43.9,1013,65,43,0.019,0.039,0.3,0.004,88
6.5,2.2,54.5,1010.8,64,50,0.021,0.037,0.3,0.004,39
9.8,2,47.8,1010.6,74,58,0.024,0.046,0.4,0.007,107
11.3,3.2,57.8,1007.6,98,72,0.033,0.036,0.5,0.006,71
11.5,2.2,49.9,1009.3,91,63,0.024,0.033,0.4,0.005,95
13.5,2.1,27,1006.2,48,24,0.014,0.053,0.5,0.006,81
15.3,2,26,1005,70,38,0.02,0.056,0.5,0.006,228
15,2.3,40.8,1007.9,78,53,0.027,0.049,0.5,0.007,36
10.7,1.7,75.1,1007.6,52,40,0.023,0.023,0.3,0.004,1
12.3,2.2,42.6,1003.1,27,11,0.017,0.032,0.3,0.004,99
11.4,2.5,45.1,1006.1,59,25,0.021,0.039,0.4,0.007,73
14.4,1.9,44.3,1005.2,77,49,0.02,0.049,0.5,0.007,78
14.1,3,69.5,998.7,44,29,0.025,0.027,0.3,0.004,92
11.1,2.5,76.1,1005,76,48,0.021,0.033,0.4,0.005,85
10.7,1.8,83.9,1003.8,120,78,0.014,0.039,0.5,0.005,45
13.4,2.1,71.3,1002.8,137,93,0.031,0.029,0.6,0.006,1
12.5,2.4,43.8,1008.4,43,22,0.025,0.028,0.3,0.004,107
14.1,2.3,42.6,1004.5,54,30,0.023,0.032,0.4,0.004,90
15.6,1.7,67.5,996.4,57,37,0.016,0.043,0.4,0.004,28
12.4,2.6,75.9,1002.4,58,37,0.012,0.041,0.4,0.004,91
15,2.6,46.4,1008.5,51,29,0.026,0.037,0.4,0.004,81
14.9,2.9,58.9,996.6,47,26,0.022,0.04,0.4,0.004,40
10.8,4.7,66.8,993.8,41,19,0.03,0.016,0.3,0.003,1
11.2,3.1,65.4,1003.8,60,25,0.025,0.027,0.3,0.004,103
12,2.2,55.1,1012.1,42,21,0.025,0.027,0.3,0.003,94
14.3,2.1,54,1008.3,60,35,0.017,0.045,0.4,0.005,97
13.5,2.8,87.6,996.2,24,16,0.023,0.027,0.3,0.003,82
13.5,2.6,83.4,999,84,58,0.025,0.031,0.4,0.004,83
13.5,2.1,52.1,1003.4,176,49,0.024,0.029,0.4,0.004,43
15.5,1.9,39.6,1005,119,23,0.026,0.029,0.3,0.004,1
17.2,1.7,34.8,1007.4,65,24,0.016,0.051,0.4,0.004,113
21.1,2,34.8,1004.1,70,29,0.032,0.034,0.4,0.005,83
17.2,3.6,32,999.3,44,15,0.037,0.018,0.3,0.003,78
17.2,2,34.4,997.3,51,20,0.028,0.032,0.3,0.004,92
16.2,2.5,47.6,1001.5,53,26,0.029,0.031,0.3,0.004,64
15.9,2.8,45.3,1001.4,72,42,0.039,0.03,0.4,0.007,52
18.8,2.2,40.5,1003.5,43,20,0.033,0.026,0.4,0.005,150
21.1,2.2,64.5,1001.1,43,23,0.022,0.03,0.4,0.004,105
12.9,4.9,86.1,984.5,22,10,0.023,0.018,0.3,0.003,98
15.7,5.1,46.6,993.6,49,8,0.032,0.018,0.2,0.003,112
18.9,1.7,50.8,1002.5,51,21,0.025,0.036,0.4,0.005,1
16.3,2,89.3,996.8,48,23,0.017,0.034,0.4,0.003,57
16.5,2.6,60.3,1004,98,21,0.025,0.025,0.3,0.004,33
19.4,2.1,44.8,1005.8,47,15,0.034,0.025,0.3,0.004,1
20.2,2,43,1000.6,49,19,0.034,0.027,0.3,0.005,117
14.5,2.3,82.4,997,28,12,0.028,0.019,0.3,0.003,97
16.4,2,60.9,999.4,25,10,0.027,0.023,0.2,0.004,108
17.8,2.7,62.4,1002.9,28,15,0.024,0.032,0.3,0.004,87
18.6,2.1,57,1009.4,37,22,0.031,0.023,0.3,0.004,93
20.2,2.3,47.1,1010.9,33,17,0.029,0.03,0.3,0.004,6
17.4,2.7,73.9,999.4,31,23,0.029,0.018,0.2,0.004,1
15.9,3.2,57,999.7,33,18,0.031,0.021,0.3,0.005,109
19.3,1.9,48.8,1005.7,70,45,0.032,0.037,0.4,0.008,106
22.3,1.9,40.3,1008,44,27,0.028,0.038,0.4,0.005,80
24.3,1.6,36.4,1007.2,36,20,0.027,0.039,0.3,0.004,76
24,1.8,32,1007.2,48,32,0.03,0.046,0.4,0.005,87
24.1,2,23.8,1007.9,34,26,0.038,0.033,0.3,0.003,55
23.3,2.1,43,1002.2,62,47,0.035,0.039,0.4,0.006,127
16.8,2.6,82.6,996.9,31,23,0.031,0.026,0.3,0.004,76
19.7,2.7,67.9,999.8,91,74,0.041,0.025,0.4,0.005,89
19.4,1.8,72,1000.5,111,89,0.029,0.039,0.5,0.007,82
20.9,1.7,61.3,1001.3,92,70,0.032,0.032,0.4,0.005,87
21.7,2.1,56.1,997.9,74,46,0.034,0.031,0.4,0.006,38
21.5,2.3,56.1,994.8,77,46,0.036,0.03,0.4,0.007,2
22.1,2.4,57.3,996.9,87,60,0.04,0.031,0.4,0.005,86
21.6,2.5,63.6,997.4,76,52,0.036,0.025,0.4,0.006,101
23.3,2.1,45.8,997.4,36,19,0.034,0.02,0.3,0.004,238
23.2,2.4,38.3,1000,29,12,0.033,0.027,0.3,0.004,70
22.2,2.2,48.1,1000.9,41,24,0.033,0.033,0.3,0.005,95
21.2,1.6,51.8,999.1,45,25,0.029,0.03,0.3,0.004,40
24.7,1.7,47.3,1000.5,44,27,0.037,0.024,0.3,0.004,2
23.3,2.3,49.1,1002.4,19,10,0.033,0.019,0.2,0.003,3
21.7,1.7,69.5,1000.3,41,27,0.025,0.029,0.3,0.004,128
22.1,2.3,65.9,999.7,37,23,0.022,0.028,0.3,0.004,101
24.1,2,59.5,1000.9,49,30,0.024,0.031,0.3,0.004,94
24.6,2.2,60.9,1001.6,56,37,0.028,0.037,0.4,0.006,105
23.5,1.7,74.3,1000.1,46,30,0.022,0.022,0.3,0.005,41
23.5,2.1,79.4,995.6,29,20,0.026,0.015,0.2,0.004,3
23.5,2.4,70.5,992.2,62,38,0.03,0.024,0.4,0.004,90
23.8,2.1,62.5,992.9,47,31,0.026,0.034,0.4,0.005,80
20.9,2.7,81.8,990.5,36,23,0.022,0.024,0.3,0.004,88
20.9,2.8,73.5,990.3,30,17,0.032,0.02,0.3,0.004,87
23.8,2.5,63.1,998,54,38,0.037,0.027,0.5,0.005,83
24.5,1.8,58,1001.3,66,51,0.035,0.029,0.5,0.005,40
24.7,1.7,66,996.7,48,34,0.031,0.027,0.4,0.004,99
26,1.7,60.1,996.8,62,45,0.035,0.038,0.5,0.005,87
24.3,2,75.1,995.5,70,51,0.027,0.033,0.5,0.005,84
24.7,2.1,71,995.9,44,31,0.028,0.028,0.4,0.004,81
23.1,2,75.8,989.7,63,40,0.026,0.025,0.4,0.004,77
22.8,2.8,63.1,993.1,31,16,0.027,0.024,0.3,0.005,39
24.4,2.7,58.4,998.7,28,16,0.029,0.018,0.3,0.004,1
24.4,1.6,55.5,999.8,33,19,0.023,0.034,0.4,0.006,92
24.7,1.8,61.1,1000.5,63,43,0.027,0.034,0.4,0.005,78
25.3,2.2,58,1000.3,34,23,0.026,0.031,0.4,0.005,80
24.6,2.8,78.1,999.8,27,17,0.022,0.02,0.3,0.004,92
24,2.3,86.5,994.5,14,10,0.016,0.022,0.3,0.004,246
23.5,2.4,81.4,994.9,11,6,0.027,0.018,0.2,0.004,51
21.8,3,85.1,999.4,18,15,0.02,0.021,0.3,0.003,79
23.1,2.8,93.6,999.6,9,6,0.01,0.017,0.3,0.004,79
22.9,1.9,74,1003.9,12,5,0.021,0.024,0.3,0.004,87
24,1.3,71.6,1004.4,35,24,0.022,0.037,0.4,0.006,94
27.3,1.8,66.5,999.9,52,40,0.029,0.029,0.4,0.004,82
27.7,2,64.8,996.4,30,19,0.024,0.02,0.3,0.005,35
27.9,1.8,64.4,994.7,28,18,0.027,0.023,0.3,0.006,2
28.4,1.7,67.4,994,44,35,0.034,0.028,0.4,0.006,97
26.3,2.1,65.5,992.3,28,20,0.022,0.025,0.4,0.006,93
26.3,2.1,69,991.4,23,14,0.014,0.019,0.3,0.005,94
27.5,2.1,66.9,991.7,20,12,0.027,0.018,0.3,0.004,84
26.2,2.6,60,994.2,16,5,0.023,0.017,0.3,0.004,70
20.8,3.5,92.8,990.1,8,3,0.015,0.015,0.2,0.004,44
21.7,2.6,82.9,996.9,14,8,0.018,0.015,0.3,0.005,1
24.4,1.5,75.1,1000.4,26,14,0.016,0.021,0.3,0.005,107
27.1,1.5,65.5,1001.1,34,20,0.029,0.027,0.4,0.004,87
28.6,1.9,62.5,1002.7,32,22,0.029,0.028,0.4,0.004,96
28.3,2.2,61.3,1001,28,18,0.029,0.027,0.3,0.004,85
29.1,2.2,64,999.6,33,22,0.029,0.025,0.3,0.004,86
28.7,1.9,70.4,998.9,42,29,0.024,0.024,0.3,0.005,32
28,2,77.9,1000.5,39,27,0.016,0.02,0.2,0.005,1
28.4,1.9,75.3,1000.6,46,35,0.016,0.026,0.3,0.006,95
28.4,2.6,69,997.6,32,22,0.014,0.02,0.2,0.005,91
27.6,3.2,76.4,994.6,32,24,0.016,0.02,0.3,0.005,73
28,2.8,70.6,996.1,53,43,0.037,0.02,0.4,0.004,78
26.3,1.6,82.3,999,48,33,0.017,0.035,0.4,0.004,76
28.6,2.1,73.5,1001.1,46,36,0.028,0.025,0.3,0.005,36
28.4,1.6,72,1000.4,30,21,0.015,0.021,0.2,0.004,264
27.2,1.2,72.5,999.3,26,17,0.011,0.027,0.3,0.004,93
29.1,1.6,65.4,999.1,25,15,0.025,0.026,0.3,0.004,84
30.7,1.6,59.6,999.6,26,16,0.026,0.023,0.3,0.004,73
31.2,1.8,60.1,999.6,34,25,0.036,0.025,0.3,0.004,86
30.5,1.7,64.8,998.1,55,41,0.041,0.027,0.4,0.004,34
30.5,1.8,63.1,997.5,37,26,0.027,0.018,0.3,0.004,106
29.3,1.9,68.3,998.4,30,20,0.031,0.025,0.3,0.004,95
29.4,1.9,66.3,999.9,75,59,0.031,0.027,0.4,0.005,83
30.5,2,64.1,999.9,27,17,0.023,0.017,0.2,0.004,77
30.4,2,68.3,997.8,38,27,0.023,0.02,0.3,0.004,89
30.2,2.4,67.9,996.2,34,25,0.018,0.016,0.2,0.004,33
28.9,1.9,74,994.8,35,28,0.019,0.011,0.2,0.004,4
29.1,1.9,65.5,992.1,34,22,0.027,0.015,0.3,0.004,4
29.3,1.6,64.9,991.6,42,28,0.027,0.027,0.4,0.004,118
29.9,1.9,60.4,993.6,35,22,0.032,0.021,0.3,0.004,86
29.9,1.6,61.9,995.6,49,36,0.033,0.034,0.4,0.005,78
28.9,1.4,69.5,996.6,54,43,0.029,0.037,0.4,0.005,94
30.1,1.7,59,996.4,31,21,0.029,0.022,0.3,0.004,46
30.7,2.1,58,996.1,25,18,0.03,0.021,0.3,0.004,100
28.3,2.1,68.8,996.4,29,19,0.025,0.029,0.3,0.004,82
29.1,1.8,59.1,996.9,31,21,0.025,0.027,0.3,0.005,89
27.1,1.9,70.4,995.4,26,17,0.021,0.026,0.3,0.004,82
23,3.6,57,999.1,11,5,0.027,0.013,0.2,0.003,95
23.4,3.1,43.3,999.5,10,2,0.027,0.013,0.2,0.003,60
21,2.6,62.5,995.8,10,2,0.02,0.01,0.2,0.003,1
22.2,2,54.5,992.1,13,4,0.018,0.015,0.2,0.003,114
20.6,3.3,60.4,982.4,23,7,0.019,0.014,0.2,0.003,76
17.7,3.8,85.3,981,18,6,0.013,0.019,0.3,0.003,62
23.2,3.1,71.3,990.5,52,32,0.03,0.026,0.4,0.005,238
24.2,2.7,68.5,996.8,34,23,0.028,0.023,0.3,0.004,97
23.9,1.8,73.8,998.8,20,11,0.023,0.022,0.3,0.003,50
25.6,1.5,71.3,1001,19,10,0.018,0.02,0.3,0.003,1
26.4,1.7,66.1,999.7,27,15,0.018,0.024,0.3,0.004,111
24.7,1.8,69,999,52,37,0.02,0.03,0.4,0.005,85
24.3,1.8,69.8,996.3,70,54,0.022,0.027,0.5,0.005,103
23,1.3,76.4,996.9,44,31,0.016,0.033,0.5,0.005,111
23.9,1.8,71.1,999.8,36,25,0.02,0.03,0.4,0.004,93
24.4,1.6,65.4,1002.2,34,25,0.023,0.029,0.3,0.004,55
24.5,1.7,66.3,1004.6,35,27,0.028,0.02,0.3,0.004,1
23.4,1.9,68.9,1006.4,24,17,0.014,0.025,0.3,0.003,122
24.6,1.8,62.5,1007.8,14,7,0.018,0.022,0.2,0.003,104
24.6,1.8,66.1,1007.4,27,19,0.024,0.021,0.3,0.004,5
24.6,1.5,64.9,1004.6,43,34,0.026,0.021,0.3,0.006,1
23.1,2.9,64.8,1001.5,26,20,0.025,0.012,0.2,0.004,23
23.5,3.1,53.4,1001.7,21,12,0.024,0.009,0.2,0.003,1
21.9,3.5,53.3,1003.1,11,3,0.02,0.012,0.2,0.003,142
20.6,3.1,41.1,1007,15,7,0.022,0.016,0.2,0.003,103
20.2,2,43.4,1011,30,22,0.019,0.025,0.2,0.003,100
21.9,1.8,46.3,1008.2,35,27,0.021,0.026,0.3,0.003,91
21.4,1.6,57.9,1007,39,28,0.011,0.035,0.3,0.003,90
18,2.6,59.3,1010.9,34,16,0.029,0.017,0.3,0.001,86
17.9,3,58.6,1009.7,22,10,0.019,0.026,0.3,0.002,85
18.3,1.8,59,1004.4,27,15,0.022,0.022,0.3,0.002,49
13.3,4,66.3,1006.9,10,3,0.026,0.011,0.2,0.002,1
15.1,2.4,54.8,1007.3,17,5,0.016,0.023,0.3,0.002,108
14.1,2.2,84,1001.3,16,8,0.014,0.025,0.4,0.002,87
13.3,1.4,81,1010,40,24,0.006,0.032,0.8,0.003,80
14.6,1.9,65.4,1012.7,44,24,0.009,0.032,0.6,0.003,75
14.6,2.5,61.8,1007.2,35,17,0.017,0.025,0.4,0.002,65
7.8,3,40.3,1015.6,32,15,0.023,0.016,0.3,0.003,49
7.9,1.5,31.9,1019,23,10,0.014,0.026,0.3,0.003,2
5.7,2,59.9,1016.5,29,17,0.004,0.04,0.5,0.003,117
1.5,2.7,43.6,1020.2,26,12,0.021,0.022,0.3,0.002,252
4.1,1.4,53.1,1016.7,34,17,0.009,0.041,0.5,0.003,86
9.1,1.6,62.8,1011.4,43,27,0.009,0.051,0.7,0.004,82
12.3,2.7,67,1005.6,59,37,0.022,0.044,0.6,0.005,91
15,2.2,77.4,1003.5,75,45,0.034,0.038,0.6,0.004,46
14,3.4,59.4,1013.2,31,19,0.021,0.025,0.4,0.002,2
12.8,2.8,71.3,1012.3,32,22,0.016,0.031,0.4,0.003,101
4.1,3.5,58,1014.8,64,55,0.025,0.019,0.4,0.003,104
2.1,1.9,41.1,1018.8,40,29,0.016,0.03,0.4,0.003,80
6,2,55.5,1010.4,42,29,0.003,0.049,0.6,0.003,61
9.1,2.2,63.3,1008.3,43,21,0.008,0.045,0.6,0.003,80
11.4,2.3,62.1,1011.7,67,32,0.002,0.066,1.1,0.004,39
13.2,1.7,78.5,1006.1,54,31,0.009,0.047,0.7,0.003,107
5.2,2.8,44.3,1011.3,53,20,0.022,0.021,0.4,0.003,78
5.2,1.4,44.3,1013.5,49,28,0.007,0.045,0.6,0.004,91
9.1,1.2,56.4,1014,67,43,0.004,0.059,1,0.004,78
10.3,1.9,58.4,1008.4,95,64,0.004,0.064,1,0.005,83
13,2.2,71.1,1003.9,57,36,0.01,0.049,0.7,0.004,39
9.8,2.5,48.6,1011.2,40,23,0.02,0.026,0.5,0.003,2
9.5,2.2,40.5,1008.5,56,28,0.009,0.043,0.7,0.003,102
2,3.9,43.3,1012.8,40,19,0.021,0.017,0.3,0.003,99
-1.8,3,37.5,1016.7,35,15,0.015,0.022,0.4,0.003,83
-2.5,2.1,37.8,1017,26,14,0.019,0.023,0.4,0.003,73
1,1.5,43.9,1017.3,42,28,0.012,0.042,0.7,0.004,70
0.9,2.3,69.6,1013.4,52,41,0.002,0.049,0.7,0.003,43
3.3,1.5,81.3,1011.3,76,60,0.004,0.044,0.8,0.003,1
1.4,2.5,57.9,1017.6,78,47,0.016,0.027,0.6,0.003,89
1.7,1.6,40.8,1022.5,39,25,0.007,0.047,0.7,0.004,89
6,2,59.8,1015.6,43,29,0.003,0.052,0.7,0.005,101
4.1,3.6,47.6,1016.3,43,25,0.022,0.022,0.4,0.004,253
1.6,1.8,48.4,1020.7,32,17,0.013,0.034,0.5,0.004,80
4.5,1.4,58.8,1016.2,51,35,0.006,0.056,0.9,0.004,42
5.9,3,69.1,1007.5,84,66,0.013,0.041,0.8,0.005,98
-1.1,2.5,38.5,1015.7,25,13,0.015,0.027,0.4,0.003,98
1.7,2.3,58.3,1010.9,50,31,0.004,0.051,0.7,0.005,99
2.1,1.7,70,1007.5,63,46,0.003,0.055,0.9,0.004,76
1.4,2.8,65.8,1009.8,35,26,0.016,0.028,0.5,0.003,64
-1.6,1.9,47.6,1016.5,34,23,0.014,0.032,0.5,0.004,41
-1.1,1.2,42.6,1017.8,34,24,0.01,0.041,0.6,0.004,1
2.3,1.9,37.9,1013.6,43,32,0.003,0.051,0.8,0.004,106
3.4,2,53.6,1008.9,63,47,0.008,0.048,1,0.006,93
-1.4,2.7,68.1,1009.8,50,34,0.009,0.028,0.6,0.004,75
-5,3,41.8,1013.4,33,18,0.019,0.019,0.4,0.003,74
-4.7,2.2,40.3,1017.2,32,18,0.013,0.032,0.5,0.004,64
2.7,1.8,60.1,1018,63,42,0.003,0.063,1.1,0.006,45
4.9,1.9,68.8,1018.4,58,42,0.003,0.059,1,0.005,5
7.2,2.5,66,1013.8,38,24,0.006,0.047,0.7,0.004,103
7.6,1.2,71.3,1016.5,54,38,0.004,0.056,1.1,0.005,112
7.9,3.5,75.5,1011.1,45,29,0.006,0.044,0.8,0.004,104
5.5,3.5,90.3,998.8,32,20,0.01,0.03,0.6,0.003,71
-2.5,3.6,71.1,1009.9,52,37,0.017,0.018,0.5,0.003,87
-2.4,1.8,66,1019.9,65,55,0.01,0.029,0.6,0.003,39
1,1.7,69.5,1019.3,56,46,0.005,0.039,0.9,0.003,2
2.5,1.4,73.8,1010.9,45,32,0.005,0.045,0.9,0.004,114
-2.3,3.5,54.6,1012.5,40,27,0.02,0.019,0.5,0.004,83
-3.7,1.8,49,1019.1,41,26,0.009,0.038,0.6,0.004,74
-4.2,2.8,53.1,1019.8,33,15,0.014,0.026,0.5,0.003,70
-3.9,1.3,50.9,1021.9,41,26,0.005,0.051,0.9,0.004,85
0.7,1.5,65.4,1019,61,48,0.003,0.061,1.1,0.005,35
2.7,1.5,75.9,1017.1,82,67,0.003,0.054,1,0.004,172
5,2.1,77.8,1011.8,112,87,0.016,0.046,1,0.005,111
2,1.8,61.8,1013.4,73,52,0.014,0.047,0.8,0.005,96
3.9,1.7,55,1013.2,51,35,0.009,0.058,1,0.005,83
3.8,3.1,52.3,1016.6,35,22,0.011,0.041,0.6,0.004,87
5.4,2.4,58.5,1015.9,20,11,0.013,0.04,0.5,0.004,87
4.6,1.4,64.9,1010.9,55,41,0.004,0.057,0.9,0.005,49
6.5,2.6,61.4,1003.9,30,22,0.016,0.035,0.6,0.004,2
1.5,3.3,60.8,1006.7,56,46,0.028,0.022,0.6,0.005,112
-3.7,3.2,45.1,1013.2,29,16,0.023,0.022,0.4,0.004,100
-3.8,2.1,36.4,1014.3,22,11,0.016,0.03,0.4,0.004,97
-2.2,3.1,43.1,1007.6,27,15,0.018,0.029,0.4,0.004,83
-6,2.9,47.4,1006.9,28,12,0.024,0.019,0.3,0.003,86
-8.4,3.8,33.3,1014.8,36,9,0.025,0.012,0.3,0.003,45
-6.6,2.3,35.3,1017.2,24,12,0.018,0.021,0.4,0.003,2
-3.8,1.4,37.6,1018.6,42,26,0.007,0.045,0.7,0.004,115
-2,1.5,46.6,1020.6,64,52,0.003,0.067,1.2,0.006,103
-0.5,1.3,68.9,1019.5,96,81,0.007,0.056,1.1,0.006,91
-1.2,1.6,55.4,1012.8,96,78,0.007,0.054,1,0.006,100
-4.4,3,70.3,1011.5,55,43,0.02,0.031,0.6,0.004,86
-5.2,1.6,78.1,1015.4,50,39,0.007,0.045,0.7,0.003,48
-8.9,2.2,48.4,1020.4,43,37,0.022,0.023,0.5,0.004,127
-7,2,49.6,1023.4,33,26,0.017,0.035,0.5,0.004,97
-5.2,1.5,50.6,1023.4,49,41,0.01,0.053,0.9,0.005,113
-1.3,2.2,64.4,1015.8,65,56,0.008,0.064,1,0.005,117
-2.6,3.4,47.3,1016.5,93,18,0.028,0.014,0.4,0.003,2
-1.6,1.7,38,1016,28,10,0.012,0.036,0.5,0.003,2
-4.8,3.3,61.4,1014.4,44,35,0.029,0.014,0.5,0.003,16
-5.4,1.7,44.8,1018.2,27,19,0.012,0.038,0.5,0.003,112
-4,2.5,44.5,1018.2,32,21,0.02,0.033,0.6,0.004,292
-2.7,2.7,52.9,1019.4,29,16,0.018,0.035,0.5,0.004,98
1.5,1.5,65.4,1016,63,48,0.02,0.05,0.8,0.005,101
0.9,1.6,69.4,1010.3,92,78,0.004,0.071,1.2,0.005,53
1.2,2.1,75.3,1003,80,69,0.007,0.051,0.9,0.004,2
-1.7,3,51,1011.5,33,24,0.028,0.023,0.4,0.004,114
-2,1.5,45.4,1014.4,36,24,0.009,0.045,0.6,0.004,87
-2.2,2,50.1,1008.4,49,34,0.009,0.046,0.8,0.005,86
-5.3,3.8,47,1005.1,43,17,0.026,0.018,0.4,0.004,80
-6.6,4.1,44.3,1007.5,29,16,0.027,0.016,0.4,0.004,84
-4.8,2.8,45.4,1013.5,27,16,0.025,0.019,0.4,0.004,44
-2.2,2.1,51.3,1017.8,28,17,0.022,0.028,0.5,0.004,2
0.1,1.6,59.6,1019.5,40,30,0.008,0.056,0.8,0.005,116
0.3,2.5,46,1021.8,44,31,0.027,0.031,0.5,0.005,86
1.8,1.4,52.1,1018.9,59,46,0.007,0.071,1.1,0.008,112
5.5,2,63.9,1009,69,52,0.011,0.067,1.2,0.007,88
0.8,3.9,56.9,1010.8,40,16,0.031,0.016,0.3,0.004,87
-2.6,2.8,49.4,1014.9,28,15,0.029,0.021,0.4,0.004,42
-1.5,4.2,53.8,1007.1,37,19,0.032,0.018,0.4,0.003,117
-0.6,1.6,37.1,1018.4,42,28,0.013,0.048,0.7,0.004,95
1.7,2.7,70.8,1005.6,36,28,0.008,0.045,0.6,0.003,89
-1.5,3.8,56.4,1008.4,32,20,0.035,0.017,0.4,0.004,93
-0.8,2.2,51.3,1013.4,27,16,0.025,0.033,0.5,0.005,96
2.6,2.3,63.6,1011.1,45,31,0.018,0.043,0.7,0.005,47
3.6,2.1,52.8,1014,44,32,0.025,0.029,0.6,0.004,3
3.7,1.8,37.4,1016.4,33,21,0.015,0.045,0.6,0.004,113
